Sample,GHC-856,GHC-857,GHC-858,GHC-859,88CS-GP1,GHC-843,GHC-844,1094-3,1094-5,1094-7,1094-8,1094-11,1094-14,1094-16,1094-22,1094-31,1094-36,1094-38,1094-42,GHC-898,1094-15,1094-18,1094-21,1094-26,1094-34,1094-43,1094-31,1094-31a,1094-31b,1094-45a,1094-45b,05CQR2,06DSN69,04DSN62,04DR06,04MSH7,NUN04,05DSN22,05SL10,07KW7,07DR7,ST-10,ST-9B,ST-7,ST-11,ST-6,1959,ST-5,ST-4,ST-2,ST-3B,ST-1,QS-023,QS-008,QS238,QS-071,QS-128,Tid-3,PCJ-05,PCJ-06,CJ30A,CJ30B,MP-2,MC-47,BH-4B,PV-26,TS-1,PP-7,PP-35,PV,TS-12,QS-19,TS-15,TS-16,JE-21,PP-5,MC-7,PP-8,PP-13,PP-12,PV-22,MS-02,MS-03,MC-01,MS-01,MC-F,EM-3,KMP-01,KMP-02,81JD029,81JD278,81JD013,81JD078,81JD202,86JD001,81JD279,86JD002,81JD217,81JD172,84Sg03,86JD006,PK226,PK230A,PK237B,PK221B,PK224,9EWPP-10,91SGPP-54A,97EWPP-16A,,,,,,
Zr±,2.8,2.8,3,3.6,3,3.1,3.3,3.2,3,3.4,2.5,3.3,2.5,3.1,2.6,2.5,3.2,2.9,3.2,3.4,3.3,3.3,3,2.9,2.8,3.7,2.5,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nb,6.1,5,5,9.8,3.8,0,7.5,8.7,3.6,12,10.8,8.5,12.6,11.6,14.6,7.1,10.6,0,13.3,33.3,8.8,11.9,8.9,3.6,13.9,18.2,7.1,8.7,9.6,6.4,6.7,9,7,12,13,14,9,10,10,64,9,25,30,17,21,40,21,22,50,52,18,19,,30,25,,24,20,24,27,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75,8.28,7.54,7.55,,,,,,,,,,
Nb±,2.8,2.9,2.9,2.9,2.9,0,3.1,2.9,2.9,2.8,2.4,3.1,2.4,2.8,2.5,2.5,2.5,0,2.8,2.7,2.7,2.7,2.9,2.8,2.5,3.2,2.5,2.5,2.5,2.4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs,1.1,0,0,0,0,1.1,0,0,0,3.6,2.4,0,0,0,2.5,2.3,26.5,0,0,3,0,0,0,0,0,0,2.3,2.8,2,3.2,1.8,12.2,2.7,4.9,5.4,2.7,1.5,5.2,1.5,0.8,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87,6.66,4.47,3.27,,,,,,,,,,
Cs±,1,0,0,0,0,0.9,0,0,0,1.2,1.1,0,0,0,1.1,1.2,1.8,0,0,1.1,0,0,0,0,0,0,1.2,1.2,1.2,1.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba,339.9,145.6,372,695.5,219.8,317.7,179.5,340.7,174.8,751.7,474.5,243.9,451.8,376.1,557.7,769,1078.8,207.5,316.6,281.6,615.3,593.7,190.5,156.6,539.3,445.4,796,747,791.7,1174.4,1209.1,574,266,556.3,866,913,250,451.8,574,141,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502,1255,1329,1070,,,,,,,,,,
Ba±,9.6,6.7,9.8,13.2,7.8,9.2,7.5,9.6,7.2,13.9,10.9,8.2,10.7,10.1,11.7,13.9,16.1,7.7,9.2,9.2,12.4,12.2,7.7,6.9,11.8,11,13.9,13.4,14,17,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La,9.6,0,14.4,30.6,9.6,6.9,10.1,14.3,9.9,50.6,28.2,10.3,21.4,23.7,25.4,27.9,20.3,0,20.4,86,19.4,35.1,11.1,0,29.1,19.1,27.9,19.9,21.3,17.6,11.9,27.3,12.9,25.1,13.4,31.3,15.3,17,29.4,48.3,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.42,25.86,28.01,28.09,,,,,,,,,,
La±,4.7,0,4.4,4.4,4.1,4.4,4.5,4.7,4.1,6.2,4.8,4.7,4.6,4.7,4.9,4.9,5.1,0,4.6,6.7,5.3,5.2,4.6,0,4.9,5.3,4.9,5.2,5.1,5.1,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ce,33.7,22,34.3,55.8,24.8,33.3,31.9,37.6,22.1,73.8,49.5,44.2,42.9,41.3,44.3,38,43.9,10.8,41.3,133.2,45.2,58.9,30.6,20.6,38.9,48.1,38,33,38.6,42.7,45.3,54,26,51.8,37.1,86.3,33.2,33.3,62.3,137,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.88,39.34,49.44,49.65,,,,,,,,,,
Ce±,3.9,3.5,3.9,4.5,3.5,3.8,3.8,3.9,3.5,4.9,4.2,4.1,4,4,4.1,4.1,4.6,3.4,3.9,6,4.4,4.4,3.8,3.6,4,4.6,4.1,4.1,4.2,4.4,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pr,0,13.9,0,0,5.5,0,0,8.3,0,24.7,8.3,0,21.7,8.1,0,0,0,0,0,31.4,29,0,0,11.7,7.4,0,0,0,17.3,0,13.5,6.4,3.77,7.39,3.74,9.14,5.33,4.78,7.75,19,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85,4.86,5.55,5.51,,,,,,,,,,
Pr±,0,4.9,0,0,5.3,0,0,5.7,0,6.8,5.9,0,5.7,5.7,0,0,0,0,0,6.4,6.6,0,0,5.3,6.3,0,0,0,6.7,0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nd,7.3,13.6,11,29.7,15.4,16.6,26.6,11.8,20,73.4,17,17.1,9,23.8,30.2,26.6,24.1,12.2,17.4,84.4,35.5,36.6,10.9,0,35.8,35,26.6,27.6,12.5,15.7,15.1,23.6,16.5,30.9,15.1,35.7,24.8,19.7,30,80.1,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.25,19.59,22.2,21.97,,,,,,,,,,
Nd±,5.4,5,5.5,6.2,5.1,5.4,5.3,5.5,4.9,6.9,5.7,5.4,5.5,5.4,5.8,5.9,6.2,5,5.4,6.8,6.2,6.2,5.4,0,5.8,6.3,5.9,6.1,6.1,6.6,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sm,7.6,0,0,6.8,0,0,3.5,0,2.3,0,0,0,0,0,0,0,0,0,0,20.2,4.8,3.6,2.6,10.3,16.6,0,0,3.5,2.4,11.3,0,5.1,4.1,7.2,3.7,9,6.6,4.7,6.8,20.9,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08,4.51,4.84,4.84,,,,,,,,,,
Sm±,5.3,0,0,5.4,0,0,5.3,0,5.1,0,0,0,0,0,0,0,0,0,0,5.9,5.6,5.6,5.6,5.6,5.6,0,0,5.6,5.5,5.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,29.5,12.1,4.7,<0.5,32.1,17.6,6,0.6,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.21,4.62,8.75,8.18,9.71,7.36,5.27,7.06,27.6,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,4.25,3.61,3.73,,,,,,,,,,
Er,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,2.96,5.41,6.3,6.15,4.2,3.41,4.45,20.5,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,2.42,1.87,1.95,,,,,,,,,,
Eu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,1.48,2.04,0.66,1.48,2.37,1.21,0.96,3.13,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,1.35,1.38,1.38,,,,,,,,,,
Gd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.02,4.47,8.08,5.46,8.83,7.22,5.46,7.24,20.9,6.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24,4.51,4.09,4.23,,,,,,,,,,
Hf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,7,8,8,3,4,4,28,7,9.64,10.4,3.16,4.21,7.08,3,4.2,,5.31,3.14,2.97,3.09,,,5.76,,,,7.4,,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16,3.11,2.95,3,,,,,,,,,,
Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,0.96,1.92,1.98,1.95,1.47,1.15,1.44,5.79,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.9,0.72,0.74,,,,,,,,,,
Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,<10,13,110,50,<10,14,20,70,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.4,0.79,0.93,0.82,0.52,0.51,0.55,3.08,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.33,0.27,0.27,,,,,,,,,,
Sb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.6,,1.4,1.3,0.2,,3.1,1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<5,26,16,5,<5,27,18,10,<5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6,22.9,30.4,29.6,,,,,,,,,,
Sn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,4,5,2,2,7,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.5,1,0.8,0.8,0.7,0.6,<0.5,3.8,0.7,1.33,1.5,0.91,1.07,2.03,1.09,1.14,,2.66,0.9,0.94,0.6,,,0.76,,,,1.4,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.61,0.47,0.47,,,,,,,,,,
Tb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,0.85,1.51,1.05,1.47,1.24,0.93,1.08,4.21,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.71,0.62,0.63,,,,,,,,,,
Tl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,<0.5,0.6,0.8,2.8,<0.5,<0.5,0.6,<0.5,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.39,0.79,0.93,0.88,0.55,0.45,0.6,2.94,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.33,0.27,0.27,,,,,,,,,,
U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18,1.41,3.12,3.75,4.26,1.04,2.62,3.31,5.68,3.87,3.65,4.17,0.68,2.11,4.86,0.65,2.26,,6.92,0.3,1.91,3.15,,,2.68,,,,2.9,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71,2.67,3.52,3.57,,,,,,,,,,
V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,288,45,18,<5,260,99,20,<5,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,138,181,182,,,,,,,,,,
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,<1,<1,<1,<1,<1,1,1,<1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.4,4.9,6,5.8,3.4,2.9,3.8,21.4,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,2.03,1.7,1.76,,,,,,,,,,
Total Wt %,101.51,99.44,98.9,98.82,95.44,91.42,94.69,97.75,92.92,99.04,105.99,99.94,94.43,99.68,95.02,96.13,101.17,97.06,99.12,95.37,104.37,101.24,100.89,97.98,105.9,101.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Na2O,3.76,3.45,3.44,5.35,3.63,3.49,4.02,4.14,3.73,4.65,4.5,3.87,3.99,4.56,4.31,4.05,3.57,2.69,5.1,4.6,5.76,5.15,4.23,4.41,5.97,5.58,,,,,,4.43,3.85,3.9,2.82,4.94,4.1,3.07,5.26,4.79,4.64,,,,,,,,,,,,,,,,,,,,,,3.53,2.22,2.98,0,2.83,2.16,3.26,2.5,3.29,3.18,3.35,3.75,3.73,3.86,3.62,3.38,,,,,,,,,,,,,,,,,,,,,,,,2.84,3.41,2.64,2.49,,,,,,,,,,
Na2O±,0.58,0.65,0.82,0.43,0.6,0.61,0.55,0.54,0.57,0.47,0.47,0.58,0.63,0.5,0.6,0.55,0.62,0.98,0.54,0.61,0.5,0.52,0.61,0.57,0.47,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MgO,5,5.61,4.7,1.45,5.85,4.93,5.7,4.62,4.31,1.87,0.22,5.15,0.21,3.37,0.21,0.66,0.38,7.49,4.35,0.12,1.72,2.19,6.89,3.77,0.019,2.74,,,,,,0.41,3.44,0.73,1.02,0.09,3.64,3.4,0.99,0.08,0.98,,,,,,,,,,,,,,,,,,,,,,4.45,8.77,8.62,12.7,9.2,9.2,5.7,7.23,4.12,6.08,3.73,3.06,1.41,1.65,3.31,3.7,,,,,,,,,,,,,,,,,,,,,,,,7.55,4.57,8.3,10.12,,,,,,,,,,
MgO±,1.44,1.62,1.35,0.55,1.68,1.42,1.64,1.33,1.24,0.55,0.22,1.48,0.21,0.97,0.21,0.55,0.38,2.16,1.25,0.12,0.55,0.63,1.98,1.08,0.19,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al2O,15.64,17.28,16.75,15.27,15.84,15.8,16.7,16.88,16.24,16.9,17.25,15.92,11.25,18.76,13.2,13.72,14.37,16.62,17.3,13.07,16.86,16.55,17.04,16.93,14.77,16.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al2O±,1.08,1.19,1.16,1.05,1.09,1.09,1.15,1.16,1.12,1.13,1.19,1.1,0.78,1.29,0.91,0.95,0.99,1.15,1.19,0.9,1.16,1.14,1.18,1.17,1.02,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al2O3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.37,16.3,17.56,15.58,14.15,15.49,16.8,15.44,10.56,16.31,,,,,,,,,,,,,,,,,,,,,,16.3,13.4,15.8,12.1,14.1,13.8,17.1,14.2,15.1,15.1,16.1,16.8,17.5,17,14.5,16.2,,,,,,,,,,,,,,,,,,,,,,,,15.73,17.02,15.51,15.01,,,,,,,,,,
SiO2,60.68,53.34,54.64,62.09,50.3,49.95,47.78,55.53,49.81,63.38,78.55,52.54,76.62,56.4,74.01,70.42,76.02,49.12,55.98,73.1,66.61,64.55,52.01,55.11,79.52,56.66,,,,,,74.32,54.99,62.87,71.54,74.21,51.43,59.99,67.92,73.53,66.35,,,,,,,,,,,,,,,,,,,,,,45,47.1,48.8,49.7,52.9,52.7,54.3,54.7,59.3,59.4,59.7,60,60,60.1,60.3,60.6,,,,,,,,,,,,,,,,,,,,,,,,54.5,58.01,54.39,53.7,,,,,,,,,,
SiO2±,0.95,0.83,0.85,0.97,0.78,0.77,0.75,0.87,0.78,0.99,1.23,0.82,1.2,0.88,1.15,1.1,1.19,0.77,0.87,1.14,1.04,1.01,0.81,0.86,1.24,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2O5,-0.01,-0.02,0.23,0,-0.02,0,0,-0.01,-0.01,-0.01,-0.03,0.01,0.05,-0.01,0.07,0.02,0.01,0.12,0.22,0.07,0.26,0.27,0.3,0.21,0.04,0.64,,,,,,0.03,0.24,0.25,0.07,0.01,0.65,0.18,0.15,0.02,0.16,,,,,,,,,,,,,,,,,,,,,,0.42,0.29,0.4,0,0.29,0.26,0.26,0.27,0.32,0.25,0.2,0.2,0.19,0.21,0.14,0.19,,,,,,,,,,,,,,,,,,,,,,,,0.349,0.276,0.343,0.331,,,,,,,,,,
P2O5±,0,0,0.04,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.01,0.01,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K2O,1.82,0.54,0.87,2.1,0.72,0.95,0.48,1.12,0.05,1.83,3.44,0.83,1.66,1.02,2.05,2.69,3.45,0.11,1.02,2.64,1.87,1.78,0.56,0.51,3.63,1.19,,,,,,4.05,1.15,2.16,3.79,3.44,0.79,2.25,2.68,4.05,2.71,,,,,,,,,,,,,,,,,,,,,,1.36,1.27,0.85,1.25,1.53,1.43,1.36,1.58,2.01,2.34,2.06,1.81,2.85,1.83,2.31,1.93,,,,,,,,,,,,,,,,,,,,,,,,1.55,1.53,1.43,1.45,,,,,,,,,,
K2O±,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.04,0.05,0.04,0.05,0.06,0.06,0.02,0.04,0.06,0.05,0.05,0.03,0.03,0.06,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CaO,7.4,10.36,8.93,3.88,9.87,8.91,10.01,8.21,9.82,4.12,0.81,9.96,0.51,9.55,0.54,1.87,2.03,10.66,8.06,0.25,4.86,4.55,10.53,9.84,1.03,6.76,,,,,,1.05,7.51,3.14,0.35,0.78,7.88,6.57,2.04,0.28,3.33,,,,,,,,,,,,,,,,,,,,,,10.7,7.22,11.1,8.89,9.51,8.65,7.95,8.82,6.22,5.39,5.14,6.54,4.73,5.34,4.26,5.35,,,,,,,,,,,,,,,,,,,,,,,,9.35,8.09,9.18,8.56,,,,,,,,,,
CaO±,0.24,0.34,0.29,0.14,0.33,0.29,0.33,0.27,0.32,0.14,0.14,0.33,0.14,0.32,0.14,0.14,0.14,0.35,0.27,0.14,0.16,0.15,0.35,0.32,0.14,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TiO2,1.05,1.27,1.37,0.98,1.44,1.36,1.58,1.02,1.43,1.08,0.14,2.17,0.09,1.23,0.011,0.4,0.25,1.47,1.13,0.14,1.03,1.05,1.66,1.38,0.18,2.51,,,,,,0.21,1.98,1.09,0.35,0.22,2.94,1.11,0.68,0.34,0.74,,,,,,,,,,,,,,,,,,,,,,1.13,0.7,1.45,1.36,0.91,0.9,1.16,0.81,0.85,0.81,0.7,0.88,0.98,0.81,0.41,0.66,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.889,0.819,0.793,,,,,,,,,,
TiO2±,0.1,0.12,0.12,0.09,0.13,0.12,0.14,0.09,0.13,0.1,0.05,0.2,0.05,0.11,0.05,0.05,0.05,0.13,0.1,0.05,0.09,0.1,0.15,0.13,0.05,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MnO,0.1,0.1,0.13,0.14,0.11,0.1,0.15,0.09,0.1,0.06,0.01,0.14,0,0.14,0.01,0.02,0.01,0.14,0.1,0.002,0.06,0.08,0.13,0.08,0.01,0.16,,,,,,0.03,0.29,0.19,0.05,0.2,0.23,0.1,0.06,0.09,0.44,,,,,,,,,,,,,,,,,,,,,,0.13,0.14,0.16,0.17,0.13,0.13,0.11,0.16,0.07,0.07,0.08,0.07,0.02,0.03,0.06,0.07,,,,,,,,,,,,,,,,,,,,,,,,0.144,0.085,0.128,0.15,,,,,,,,,,
MnO±,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0,0.01,0.01,0.02,0.01,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FeO,6.09,7.49,7.84,7.56,7.69,6.44,8.26,6.15,7,5.66,1.11,9.35,0.06,4.67,0.51,2.28,1.08,8.65,5.86,1.36,5.35,4.86,7.54,5.74,0.57,8.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FeO±,0.33,0.4,0.42,0.14,0.42,0.35,0.45,0.33,0.38,0.31,0.18,0.5,0.06,0.25,0.18,0.18,0.18,0.47,0.32,0.18,0.29,0.26,0.41,0.31,0.18,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fe2O3(T),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,10.23,8.11,4.42,1.95,12.86,6.51,4.8,6.26,4.34,,,,,,,,,,,,,,,,,,,,,,7.72,7.6,9.43,10.1,7.86,8.91,7.04,9.48,5.52,5.78,5.22,4.75,4.11,5.17,3.7,5.62,,,,,,,,,,,,,,,,,,,,,,,,7.16,6.11,7.27,7.4,,,,,,,,,,
LOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1.45,4.2,4.09,0.75,0.75,1.65,1.35,1.28,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,